order_id,customer_id,product_id,quantity,unit_price,discount_pct,shipping_cost,order_date,country,order_status
ORD-10261,CUST-0096,P1007,1,202.45,0.0,19.46,2025-12-10 06:49:41,USA,Shipped
ORD-10262,CUST-0031,P1026,1,123.14,0.0,5.82,2026-08-11 21:26:16,Germany,Delivered
ORD-10263,CUST-0032,P1029,1,37.86,0.1,14.22,2026-04-10 21:18:12,USA,Delivered
ORD-10264,CUST-0124,P1033,3,62.13,0.15,19.21,2026-07-05 22:04:10,United Kingdom,Cancelled
ORD-10265,CUST-0083,P1033,3,62.13,0.1,19.89,2026-01-29 16:29:15,United Kingdom,Delivered
ORD-10266,CUST-0035,P1009,1,160.77,0.15,21.63,2026-06-11 23:01:53,United Kingdom,Delivered
ORD-10267,CUST-0056,P1013,1,189.39,0.15,17.96,2025-12-01 18:20:46,USA,Delivered
ORD-10268,CUST-0139,P1021,2,242.13,0.1,15.77,2026-06-01 10:24:37,India,Delivered
ORD-10269,CUST-0109,P1001,2,81.0,,4.72,2026-01-25 09:07:21,USA,Placed
ORD-10270,CUST-0038,P1004,2,228.54,0.2,11.21,2026-08-12 20:27:27,USA,Shipped
ORD-10271,CUST-0058,P1036,1,169.05,0.2,9.68,2026-03-18 15:10:00,USA,Delivered
ORD-10272,CUST-0081,P1036,1,169.05,0.0,20.29,2026-07-22 23:34:46,Australia,Delivered
ORD-10273,CUST-0095,P1038,2,26.46,0.2,7.66,2025-10-09 06:48:27,India,Delivered
ORD-10274,CUST-0045,P1033,1,62.13,0.0,6.3,2026-02-17 16:58:42,USA,Placed
ORD-10275,CUST-0040,P1003,1,75.87,0.0,16.95,2026-06-21 20:01:50,India,Delivered
ORD-10276,CUST-0092,P1005,3,209.87,0.0,14.69,2026-06-06 19:33:10,USA,Delivered
ORD-10277,CUST-0104,P1006,1,196.17,0.15,11.26,2026-05-30 17:17:20,Australia,Cancelled
ORD-10278,CUST-0144,P1001,1,81.0,0.0,16.69,2026-02-12 13:53:07,Germany,Delivered
ORD-10279,CUST-0030,P1025,1,207.37,0.0,21.18,2026-04-17 17:43:26,USA,Delivered
ORD-10280,CUST-0012,P1019,3,43.77,0.1,5.56,2026-06-01 00:16:00,USA,Shipped
ORD-10281,CUST-0017,P1014,2,41.71,0.2,21.47,2026-04-11 23:32:26,United Kingdom,Delivered
ORD-10282,CUST-0019,P1010,1,84.13,0.0,4.67,2026-06-22 08:17:17,India,Delivered
ORD-10283,,P1027,1,63.12,0.05,11.87,2026-07-14 02:18:08,Germany,Delivered
ORD-10284,CUST-0150,P1003,2,75.87,0.1,20.42,2026-04-13 13:53:12,Nepal,Placed
ORD-10285,CUST-0102,P1002,1,15.26,0.0,20.63,2026-07-22 05:14:44,United Kingdom,Delivered
ORD-10286,CUST-0077,P1024,4,171.47,0.2,,2026-06-03 19:56:05,Canada,Placed
ORD-10287,CUST-0022,P1020,1,216.42,0.15,12.37,2025-11-22 06:41:56,Canada,Delivered
ORD-10288,CUST-0057,P1040,3,199.26,0.0,,2026-06-09 16:47:38,Nepal,Shipped
ORD-10289,CUST-0141,P1005,1,209.87,0.0,15.98,2026-08-10 23:51:54,Canada,Placed
ORD-10290,CUST-0061,P1007,1,202.45,0.0,13.19,2026-06-27 05:32:54,Germany,Placed
ORD-10291,CUST-0145,P1037,1,198.82,0.05,10.23,2026-07-26 15:52:43,Canada,Delivered
ORD-10292,CUST-0071,P1024,1,171.47,0.05,11.21,2025-11-29 23:30:13,Canada,Delivered
ORD-10293,CUST-0021,P1018,3,203.01,0.1,19.27,2025-09-10 18:27:56,India,Shipped
ORD-10294,CUST-0008,P1038,2,26.46,0.0,15.36,2026-04-30 23:48:29,USA,Delivered
ORD-10295,CUST-0039,P1024,1,171.47,0.1,9.76,2026-03-23 13:14:52,USA,Cancelled
ORD-10296,CUST-0129,P1001,2,81.0,0.2,18.21,2025-11-21 06:31:20,United Kingdom,Delivered
ORD-10297,CUST-0145,P1037,2,198.82,0.15,,2025-12-28 02:17:19,Canada,Returned
ORD-10298,CUST-0068,P1024,1,171.47,0.1,11.27,2025-09-24 01:27:10,United Kingdom,Delivered
ORD-10299,CUST-0083,P1007,2,202.45,0.2,19.45,2026-03-12 23:47:58,United Kingdom,Delivered
ORD-10300,CUST-0097,P1024,2,171.47,0.0,11.59,2026-02-28 12:33:44,Germany,Cancelled
ORD-10301,CUST-0125,P1031,3,188.13,0.0,8.44,2025-11-16 06:48:18,Canada,Placed
ORD-10302,CUST-0041,P1024,2,171.47,0.15,20.94,2026-05-04 17:26:26,Canada,Delivered
ORD-10303,CUST-0054,P1038,1,26.46,0.0,6.25,2026-05-21 01:25:36,Australia,Delivered
ORD-10304,CUST-0147,P1010,1,84.13,0.0,12.22,2026-08-05 10:19:12,USA,Shipped
ORD-10305,CUST-0022,P1014,1,41.71,0.2,8.22,2026-06-26 06:37:19,Canada,Returned
ORD-10306,CUST-0131,P1017,1,242.16,0.05,4.98,2025-09-09 07:22:02,USA,Delivered
ORD-10307,CUST-0134,P1033,2,62.13,0.1,13.73,2026-05-31 18:19:32,Germany,Delivered
ORD-10308,CUST-0031,P1006,1,196.17,0.1,3.53,2026-04-09 19:00:25,Germany,Shipped
ORD-10309,CUST-0108,P1024,3,171.47,0.05,20.75,2026-06-29 20:58:33,India,Delivered
ORD-10310,CUST-0026,P1028,1,37.99,0.0,5.3,2026-01-10 06:52:55,United Kingdom,Delivered
ORD-10311,CUST-0002,P1001,2,81.0,0.0,7.92,2025-10-25 05:38:07,Germany,Shipped
ORD-10312,CUST-0110,P1038,1,26.46,0.05,16.66,2025-12-14 15:02:42,USA,Cancelled
ORD-10313,CUST-0142,P1036,1,169.05,0.1,24.75,2026-03-23 05:01:36,Germany,Delivered
ORD-10314,CUST-0031,P1015,1,137.39,0.0,14.43,2026-07-12 01:53:42,Germany,Delivered
ORD-10315,CUST-0042,P1025,5,207.37,0.0,13.64,2026-01-13 08:04:27,Germany,Placed
ORD-10316,CUST-0095,P1006,2,196.17,0.05,14.7,2025-11-29 23:18:44,India,Delivered
ORD-10317,CUST-0127,P1029,1,37.86,0.2,7.69,2025-12-28 22:23:54,USA,Cancelled
ORD-10318,CUST-0044,P1003,1,75.87,0.0,9.43,2026-03-27 21:20:18,USA,Delivered
ORD-10319,CUST-0052,P1034,1,245.41,0.0,19.11,2026-02-25 10:04:02,Canada,Delivered
ORD-10320,CUST-0058,P1039,5,61.82,0.05,9.11,2025-10-08 18:19:11,USA,Delivered
ORD-10321,CUST-0076,P1022,4,97.78,0.0,20.98,2026-03-13 20:30:15,Germany,Delivered
ORD-10322,CUST-0124,P1016,3,209.3,0.05,22.78,2026-01-11 02:27:34,United Kingdom,Returned
ORD-10323,CUST-0098,P1015,2,137.39,0.0,11.09,2026-01-13 09:02:19,USA,Shipped
ORD-10324,CUST-0074,P1006,1,196.17,,23.53,2026-06-21 09:47:48,Australia,Delivered
ORD-10325,CUST-0047,P1013,1,189.39,0.15,9.21,2026-07-14 12:57:45,USA,Shipped
ORD-10326,CUST-0040,P1007,1,202.45,0.15,3.64,2026-05-05 13:30:53,India,Placed
ORD-10327,CUST-0081,P1032,3,157.75,0.1,14.05,2026-01-22 14:29:10,Australia,Cancelled
ORD-10328,CUST-0057,P1037,1,198.82,0.05,15.13,2025-11-29 16:38:45,Nepal,Delivered
ORD-10329,CUST-0031,P1034,1,245.41,0.0,11.66,2026-01-11 06:48:50,Germany,Delivered
ORD-10330,CUST-0141,P1017,1,242.16,0.1,7.45,2026-03-10 13:17:31,Canada,Delivered
ORD-10331,CUST-0103,P1018,1,203.01,0.1,21.01,2026-06-12 15:44:11,USA,Delivered
ORD-10332,CUST-0098,P1013,1,189.39,0.0,3.71,2026-07-20 18:49:25,USA,Returned
ORD-10333,CUST-0137,P1021,3,242.13,0.1,4.53,2025-12-20 09:15:30,Australia,Delivered
ORD-10334,CUST-0122,P1007,1,202.45,0.0,15.49,2026-03-30 04:24:50,India,Delivered
ORD-10335,CUST-0090,P1039,1,61.82,0.15,24.56,2026-05-20 17:44:56,USA,Delivered
ORD-10336,CUST-0115,P1006,1,196.17,0.15,22.17,2026-04-04 22:59:02,USA,Shipped
ORD-10337,CUST-0147,P1026,3,123.14,0.0,10.24,2026-07-07 23:28:14,USA,Placed
ORD-10338,CUST-0102,P1018,3,203.01,0.0,14.7,2025-09-12 04:33:09,United Kingdom,Delivered
ORD-10339,CUST-0061,P1017,4,242.16,0.0,12.04,2026-05-01 19:58:04,Germany,Delivered
ORD-10340,CUST-0014,P1002,3,15.26,0.0,16.79,2026-03-19 11:15:49,USA,Delivered
ORD-10341,CUST-0059,P1016,2,209.3,0.0,,2026-02-14 17:20:10,India,Delivered
ORD-10342,CUST-0120,P1035,4,105.54,0.0,18.5,2026-07-21 23:09:02,Canada,Delivered
ORD-10343,CUST-0145,P1028,2,37.99,0.0,13.86,2026-02-05 13:19:03,Canada,Delivered
ORD-10344,CUST-0106,P1017,1,242.16,0.1,21.73,2025-09-05 17:54:38,USA,Placed
ORD-10345,CUST-0123,P1020,1,216.42,0.0,20.63,2026-06-15 15:54:52,Canada,Delivered
ORD-10346,CUST-0102,P1016,1,209.3,0.05,8.24,2026-05-23 22:19:35,United Kingdom,Delivered
ORD-10347,CUST-0070,P1019,2,43.77,0.0,21.85,2026-07-24 16:34:42,Australia,Delivered
ORD-10348,CUST-0116,P1018,2,203.01,,4.57,2025-10-23 10:16:17,Australia,Delivered
ORD-10349,CUST-0069,P1009,2,160.77,0.0,3.82,2026-05-14 13:31:19,Australia,Delivered
ORD-10350,CUST-0119,P1003,1,75.87,,20.18,2025-12-08 09:06:18,United Kingdom,Delivered
ORD-10351,CUST-0098,P1001,1,81.0,0.0,24.46,2025-12-11 16:46:42,USA,Delivered
ORD-10352,CUST-0025,P1034,2,245.41,0.05,10.21,2025-09-22 20:00:34,Australia,Shipped
ORD-10353,CUST-0134,P1008,1,159.0,0.0,4.62,2025-12-30 23:02:36,Germany,Delivered
ORD-10354,CUST-0112,P1021,1,242.13,0.1,,2026-05-02 21:42:26,Germany,Delivered
ORD-10355,CUST-0040,P1024,3,171.47,0.05,16.8,2026-07-18 02:11:11,India,Shipped
ORD-10356,CUST-0016,P1023,2,13.33,0.2,13.99,2026-07-28 12:38:43,Germany,Delivered
ORD-10357,CUST-0113,P1013,1,189.39,0.15,22.82,2026-01-29 19:45:37,Germany,Delivered
ORD-10358,CUST-0126,P1013,2,189.39,0.0,9.42,2026-06-11 05:50:16,Canada,Delivered
ORD-10359,CUST-0018,P1034,1,245.41,0.0,13.26,2025-12-04 00:40:53,USA,Shipped
ORD-10360,CUST-0094,P1040,1,199.26,0.15,21.11,2026-06-10 05:36:42,India,Delivered
ORD-10361,CUST-0073,P1021,1,242.13,0.0,4.93,2025-09-17 07:21:26,USA,Delivered
ORD-10362,CUST-0028,P1032,1,157.75,0.15,17.65,2026-01-10 01:47:13,India,Placed
ORD-10363,CUST-0094,P1015,2,137.39,0.0,23.46,2026-07-25 02:12:36,India,Placed
ORD-10364,CUST-0093,P1036,2,169.05,0.2,18.73,2025-09-21 02:33:45,United Kingdom,Cancelled
ORD-10365,CUST-0078,P1005,4,209.87,0.0,8.47,2026-08-03 09:03:25,USA,Returned
ORD-10366,CUST-0146,P1012,2,31.62,0.15,17.23,2026-08-07 15:32:57,USA,Delivered
ORD-10367,CUST-0027,P1011,3,149.09,0.1,6.9,2026-02-28 11:28:27,United Kingdom,Delivered
ORD-10368,CUST-0141,P1021,3,242.13,0.15,19.11,2025-12-19 13:39:20,Canada,Delivered
ORD-10369,CUST-0141,P1017,1,242.16,,4.25,2025-11-09 10:59:22,Canada,Delivered
ORD-10370,CUST-0002,P1020,5,216.42,,21.17,2026-06-11 18:36:53,Germany,Shipped
ORD-10371,CUST-0143,P1037,4,198.82,0.0,6.86,2026-01-06 08:28:59,USA,Shipped
ORD-10372,CUST-0066,P1020,1,216.42,0.0,19.06,2026-06-23 03:28:19,United Kingdom,Delivered
ORD-10373,CUST-0077,P1003,2,75.87,0.0,23.32,2026-04-11 15:09:54,Canada,Delivered
ORD-10374,CUST-0031,P1015,2,137.39,0.0,,2026-02-11 19:39:29,Germany,Delivered
ORD-10375,CUST-0145,P1010,1,84.13,,19.23,2026-07-02 20:56:39,Canada,Delivered
ORD-10376,CUST-0130,P1006,1,196.17,0.05,10.73,2026-06-08 14:32:02,Germany,Shipped
ORD-10377,CUST-0068,P1006,1,196.17,0.15,6.4,2026-07-31 20:48:05,United Kingdom,Delivered
ORD-10378,CUST-0051,P1036,2,169.05,0.0,9.22,2026-06-22 03:15:43,Nepal,Delivered
ORD-10379,CUST-0029,P1027,1,63.12,0.0,17.59,2026-02-27 22:26:09,United Kingdom,Delivered
ORD-10380,CUST-0114,P1040,1,199.26,0.2,18.24,2025-10-14 04:05:28,Canada,Placed
ORD-10381,CUST-0014,P1016,4,209.3,0.2,9.69,2026-02-04 16:23:10,USA,Cancelled
ORD-10382,CUST-0121,P1002,1,15.26,0.0,14.75,2025-11-12 00:40:10,USA,Delivered
ORD-10383,CUST-0097,P1038,4,26.46,0.0,9.61,2025-09-28 16:55:43,Germany,Delivered
ORD-10384,CUST-0003,P1005,1,209.87,0.2,11.24,2026-07-30 14:04:22,USA,Shipped
ORD-10385,CUST-0060,P1025,2,207.37,0.0,16.34,2026-04-23 20:24:50,Germany,Delivered
ORD-10386,CUST-0006,P1003,1,75.87,0.0,,2026-03-01 22:45:50,Canada,Delivered
ORD-10387,CUST-0078,P1016,5,209.3,0.0,16.95,2025-09-16 20:12:17,USA,Returned
ORD-10388,CUST-0072,P1015,1,137.39,0.15,19.19,2026-07-18 08:16:49,USA,Cancelled
ORD-10389,CUST-0107,P1016,2,209.3,0.0,10.58,2025-11-10 21:09:16,Nepal,Delivered
ORD-10390,CUST-0139,P1013,3,189.39,0.15,23.06,2025-11-14 23:53:33,India,Delivered
ORD-10391,CUST-0145,P1011,1,149.09,0.15,10.33,2026-02-11 15:04:29,Canada,Delivered
ORD-10392,CUST-0106,P1020,1,216.42,0.15,9.39,2025-12-04 00:57:13,USA,Returned
ORD-10393,CUST-0069,P1039,2,61.82,0.0,4.06,2025-11-08 18:17:20,Australia,Shipped
ORD-10394,CUST-0121,P1024,1,171.47,0.05,,2025-09-08 09:49:30,USA,Delivered
ORD-10395,CUST-0106,P1015,2,137.39,0.2,7.31,2026-07-13 17:50:17,USA,Returned
ORD-10396,CUST-0084,P1030,3,118.86,,19.31,2026-07-11 20:49:24,United Kingdom,Delivered
ORD-10397,CUST-0138,P1034,2,245.41,0.0,13.21,2026-01-04 18:53:07,USA,Delivered
ORD-10398,CUST-0138,P1026,5,123.14,0.05,,2026-03-23 11:05:18,USA,Placed
ORD-10399,CUST-0074,P1030,1,118.86,0.0,22.93,2025-10-17 18:13:42,Australia,Shipped
ORD-10400,CUST-0029,P1012,3,31.62,0.15,11.95,2026-04-21 21:29:33,United Kingdom,Returned
ORD-10401,CUST-0052,P1030,1,118.86,0.15,20.62,2025-10-29 16:21:43,Canada,Delivered
ORD-10402,CUST-0093,P1006,2,196.17,0.2,16.66,2025-09-23 06:13:18,United Kingdom,Delivered
ORD-10403,CUST-0086,P1037,3,198.82,0.0,7.35,2026-02-06 16:14:51,USA,Cancelled
ORD-10404,CUST-0074,P1012,1,31.62,,,2026-05-14 19:47:17,Australia,Shipped
ORD-10405,CUST-0002,P1039,3,61.82,0.1,13.26,2025-09-04 08:54:35,Germany,Shipped
ORD-10406,CUST-0141,P1018,2,203.01,0.2,,2025-11-14 01:10:50,Canada,Delivered
ORD-10407,CUST-0148,P1039,1,61.82,0.0,24.87,2026-08-05 21:39:43,USA,Cancelled
ORD-10408,CUST-0147,P1036,1,169.05,0.1,4.27,2026-03-14 02:27:49,USA,Delivered
ORD-10409,CUST-0110,P1036,1,169.05,0.0,9.4,2025-12-17 22:17:03,USA,Delivered
ORD-10410,CUST-0015,P1007,2,202.45,0.1,13.9,2026-01-26 15:32:54,Canada,Returned
ORD-10411,CUST-0082,P1017,2,242.16,0.0,16.71,2026-05-13 17:55:53,USA,Returned
ORD-10412,CUST-0047,P1040,1,199.26,,4.02,2025-12-16 22:24:09,USA,Shipped
ORD-10413,CUST-0107,P1027,1,63.12,0.2,3.74,2025-10-05 11:12:20,Nepal,Delivered
ORD-10414,CUST-0077,P1033,2,62.13,0.0,10.84,2025-09-15 06:23:40,Canada,Delivered
ORD-10415,CUST-0050,P1022,3,97.78,0.05,20.64,2026-07-19 16:46:14,Germany,Cancelled
ORD-10416,CUST-0138,P1022,1,97.78,,14.7,2026-06-12 19:30:39,USA,Delivered
ORD-10417,CUST-0005,P1014,2,41.71,0.2,24.35,2026-03-12 22:48:38,USA,Delivered
ORD-10418,CUST-0137,P1011,2,149.09,0.1,20.32,2025-09-17 09:53:05,Australia,Delivered
ORD-10419,CUST-0106,P1006,1,196.17,0.05,10.01,2026-03-11 01:21:41,USA,Shipped
ORD-10420,CUST-0052,P1006,1,196.17,0.05,6.81,2026-05-27 11:17:59,Canada,Placed
ORD-10421,CUST-0084,P1010,3,84.13,0.1,6.35,2026-05-26 04:13:02,United Kingdom,Placed
ORD-10422,CUST-0002,P1020,4,216.42,0.1,10.67,2026-08-04 11:22:37,Germany,Delivered
ORD-10423,CUST-0006,P1037,3,198.82,0.0,7.64,2026-04-14 04:17:00,Canada,Delivered
ORD-10424,CUST-0070,P1010,1,84.13,0.1,5.7,2026-01-17 05:09:14,Australia,Shipped
ORD-10425,CUST-0073,P1037,1,198.82,0.1,,2026-08-12 01:50:13,USA,Placed
ORD-10426,CUST-0028,P1025,1,207.37,0.0,22.66,2026-04-17 22:26:21,India,Delivered
ORD-10427,CUST-0092,P1020,1,216.42,0.2,14.97,2026-04-27 20:40:21,USA,Shipped
ORD-10428,CUST-0034,P1006,3,196.17,0.05,10.17,2026-04-29 08:26:08,India,Cancelled
ORD-10429,CUST-0058,P1010,3,84.13,0.0,18.54,2026-02-14 16:30:12,USA,Delivered
ORD-10430,CUST-0125,P1002,1,15.26,0.05,7.17,2025-11-05 18:29:37,Canada,Shipped
ORD-10431,CUST-0027,P1026,3,123.14,0.0,5.02,2026-06-30 15:03:10,United Kingdom,Delivered
ORD-10432,CUST-0062,P1040,1,199.26,0.05,10.83,2026-04-11 20:39:05,Australia,Shipped
ORD-10433,CUST-0088,P1035,2,105.54,,23.51,2026-07-01 21:42:08,USA,Shipped
ORD-10434,CUST-0119,P1021,2,242.13,0.0,12.22,2026-07-03 13:47:44,United Kingdom,Delivered
ORD-10435,CUST-0084,P1032,2,157.75,0.0,22.58,2025-09-01 05:20:31,United Kingdom,Placed
ORD-10436,CUST-0039,P1029,2,37.86,0.1,7.92,2026-08-14 11:05:17,USA,Delivered
ORD-10437,CUST-0112,P1023,5,13.33,0.1,12.19,2026-03-09 19:59:03,Germany,Delivered
ORD-10438,CUST-0014,P1001,2,81.0,0.0,,2026-06-30 14:21:17,USA,Delivered
ORD-10439,CUST-0082,P1025,1,207.37,0.0,13.71,2026-03-04 15:11:27,USA,Delivered
ORD-10440,CUST-0040,P1019,5,43.77,,17.44,2026-08-03 15:54:03,India,Delivered
ORD-10441,CUST-0035,P1006,1,196.17,0.2,20.46,2025-12-02 16:32:38,United Kingdom,Delivered
ORD-10442,CUST-0131,P1028,2,37.99,0.0,,2025-12-31 18:16:02,USA,Delivered
ORD-10443,CUST-0069,P1027,4,63.12,0.0,15.72,2026-05-05 02:54:54,Australia,Delivered
ORD-10444,CUST-0037,P1034,5,245.41,0.2,14.61,2026-01-04 17:12:05,USA,Returned
ORD-10445,CUST-0020,P1035,3,105.54,0.0,,2026-04-29 20:53:50,Germany,Delivered
ORD-10446,CUST-0085,P1027,1,63.12,0.0,4.26,2026-06-16 09:28:56,United Kingdom,Returned
ORD-10447,CUST-0016,P1031,2,188.13,0.15,20.89,2025-10-13 04:37:02,Germany,Delivered
ORD-10448,CUST-0130,P1005,3,209.87,0.0,9.42,2026-07-07 06:21:26,Germany,Shipped
ORD-10449,CUST-0039,P1029,1,37.86,0.2,13.93,2026-02-23 03:04:22,USA,Shipped
ORD-10450,CUST-0038,P1039,4,61.82,0.05,12.38,2026-07-24 06:05:26,USA,Shipped
ORD-10451,CUST-0054,P1037,2,198.82,0.15,,2026-05-02 10:58:20,Australia,Delivered
ORD-10452,CUST-0122,P1035,1,105.54,0.05,6.62,2026-04-18 13:54:30,India,Delivered
ORD-10453,CUST-0081,P1034,2,245.41,0.1,24.06,2026-01-18 12:11:44,Australia,Placed
ORD-10454,CUST-0070,P1018,3,203.01,0.1,20.12,2026-06-29 07:05:49,Australia,Shipped
ORD-10455,CUST-0134,P1022,2,97.78,0.0,17.97,2025-10-21 19:07:27,Germany,Returned
ORD-10456,CUST-0027,P1029,1,37.86,0.0,4.01,2026-08-03 07:53:39,United Kingdom,Delivered
ORD-10457,CUST-0032,P1008,1,159.0,0.05,22.85,2025-10-27 06:42:31,USA,Delivered
ORD-10458,CUST-0065,P1019,1,43.77,0.15,24.9,2026-08-08 11:46:29,United Kingdom,Returned
ORD-10459,CUST-0066,P1011,3,149.09,0.0,10.65,2026-01-14 06:28:41,United Kingdom,Shipped
ORD-10460,CUST-0113,P1005,1,209.87,0.1,17.38,2026-04-09 07:57:04,Germany,Cancelled
ORD-10461,CUST-0028,P1029,2,37.86,,19.14,2026-05-13 05:25:10,India,Shipped
ORD-10462,CUST-0001,P1003,2,75.87,0.15,,2026-05-10 17:24:30,Australia,Shipped
ORD-10463,CUST-0112,P1026,3,123.14,,8.36,2026-05-05 04:24:46,Germany,Delivered
ORD-10464,CUST-0146,P1035,4,105.54,0.15,4.69,2026-03-07 19:27:54,USA,Delivered
ORD-10465,CUST-0088,P1006,3,196.17,0.0,,2025-12-07 10:52:53,USA,Delivered
ORD-10466,CUST-0100,P1007,2,202.45,0.0,12.92,2025-09-13 21:35:18,Australia,Delivered
ORD-10467,CUST-0062,P1032,1,157.75,0.15,14.98,2025-09-09 01:20:55,Australia,Delivered
ORD-10468,CUST-0087,P1004,1,228.54,0.05,20.85,2026-08-14 19:32:08,USA,Delivered
ORD-10469,CUST-0039,P1038,1,26.46,0.15,17.56,2025-09-24 08:50:08,USA,Placed
ORD-10470,CUST-0034,P1001,1,81.0,0.0,5.59,2025-10-03 03:52:17,India,Placed
ORD-10471,CUST-0030,P1032,2,157.75,0.0,12.66,2026-08-14 14:38:12,USA,Delivered
ORD-10472,CUST-0084,P1008,5,159.0,0.0,24.24,2025-11-28 12:12:55,United Kingdom,Delivered
ORD-10473,CUST-0017,P1008,1,159.0,0.0,15.4,2025-09-21 04:51:21,United Kingdom,Delivered
ORD-10474,CUST-0026,P1040,1,199.26,0.05,3.66,2026-07-01 10:19:49,United Kingdom,Shipped
ORD-10475,CUST-0107,P1031,2,188.13,0.15,13.18,2025-09-20 21:42:34,Nepal,Shipped
ORD-10476,CUST-0047,P1032,2,157.75,0.2,,2025-10-31 19:18:14,USA,Placed
ORD-10477,CUST-0025,P1040,1,199.26,0.1,13.48,2025-09-28 07:03:11,Australia,Delivered
ORD-10478,CUST-0029,P1010,2,84.13,0.05,6.93,2026-03-06 10:22:43,United Kingdom,Returned
ORD-10479,CUST-0054,P1028,1,37.99,0.2,,2025-11-20 01:03:29,Australia,Delivered
ORD-10480,CUST-0125,P1033,1,62.13,0.15,15.96,2026-02-14 08:22:34,Canada,Cancelled
ORD-10481,CUST-0029,P1021,1,242.13,0.05,11.57,2026-05-07 01:58:42,United Kingdom,Shipped
ORD-10482,CUST-0112,P1010,1,84.13,0.0,6.43,2026-01-17 07:21:44,Germany,Delivered
ORD-10483,CUST-0086,P1009,1,160.77,0.0,21.81,2026-02-23 08:00:16,USA,Delivered
ORD-10484,CUST-0076,P1039,1,61.82,0.1,15.93,2026-03-30 18:59:49,Germany,Delivered
ORD-10485,CUST-0126,P1014,2,41.71,,12.7,2026-04-11 21:05:51,Canada,Delivered
ORD-10486,CUST-0057,P1038,4,26.46,0.0,4.45,2026-05-17 01:13:26,Nepal,Cancelled
ORD-10487,CUST-0109,P1034,1,245.41,0.15,13.23,2025-09-07 14:48:16,USA,Delivered
ORD-10488,CUST-0056,P1009,1,160.77,,17.88,2026-06-20 21:15:01,USA,Shipped
ORD-10489,CUST-0007,P1030,1,118.86,0.15,20.48,2026-07-22 00:02:58,United Kingdom,Shipped
ORD-10490,CUST-0019,P1025,3,207.37,0.0,19.69,2026-06-22 07:32:31,India,Delivered
ORD-10491,CUST-0021,P1040,3,199.26,0.0,23.07,2026-03-16 13:18:38,India,Delivered
ORD-10492,CUST-0120,P1040,1,199.26,0.15,4.94,2026-02-19 08:41:18,Canada,Delivered
ORD-10493,CUST-0139,P1008,2,159.0,0.2,24.12,2025-12-25 11:40:03,India,Delivered
ORD-10494,CUST-0091,P1018,2,203.01,,10.92,2025-11-02 17:07:05,USA,Delivered
ORD-10495,CUST-0137,P1035,3,105.54,0.0,23.83,2025-10-04 06:51:27,Australia,Delivered
ORD-10496,CUST-0118,P1006,1,196.17,0.0,5.15,2025-11-15 18:04:14,Nepal,Cancelled
ORD-10497,CUST-0039,P1014,2,41.71,0.0,18.17,2026-04-04 16:09:37,USA,Delivered
ORD-10498,CUST-0006,P1019,1,43.77,0.2,23.87,2026-02-23 23:52:31,Canada,Placed
ORD-10499,CUST-0084,P1032,2,157.75,0.2,13.35,2026-02-04 06:15:09,United Kingdom,Delivered
ORD-10500,CUST-0067,P1015,1,137.39,0.2,6.69,2026-07-14 05:51:15,Germany,Returned
ORD-10501,CUST-0138,P1019,1,43.77,0.15,17.83,2025-09-22 11:31:40,USA,Shipped
ORD-10502,CUST-0148,P1009,1,160.77,0.0,4.25,2026-03-10 16:19:36,USA,Delivered
ORD-10503,CUST-0139,P1011,2,149.09,0.0,14.24,2026-02-11 05:40:54,India,Shipped
ORD-10504,CUST-0002,P1035,5,105.54,0.15,22.76,2026-06-21 05:21:18,Germany,Delivered
ORD-10505,CUST-0145,P1029,1,37.86,0.05,6.5,2026-03-25 22:28:59,Canada,Shipped
ORD-10506,CUST-0057,P1029,1,37.86,0.1,16.04,2026-01-21 07:07:32,Nepal,Delivered
ORD-10507,CUST-0006,P1006,2,196.17,0.15,24.48,2026-07-06 22:01:48,Canada,Delivered
ORD-10508,CUST-0131,P1004,4,228.54,0.0,12.69,2026-02-24 12:47:32,USA,Delivered
ORD-10509,CUST-0079,P1029,3,37.86,0.15,19.44,2025-11-23 15:25:52,Canada,Placed
ORD-10510,CUST-0107,P1009,3,160.77,0.0,13.7,2025-10-04 21:30:21,Nepal,Delivered
ORD-10511,CUST-0097,P1006,1,196.17,0.0,15.45,2025-11-10 07:15:17,Germany,Delivered
ORD-10512,CUST-0048,P1025,1,207.37,0.2,21.44,2026-04-26 08:10:28,United Kingdom,Delivered
ORD-10513,CUST-0007,P1001,1,81.0,0.15,13.66,2026-04-02 06:31:50,United Kingdom,Delivered
ORD-10514,CUST-0126,P1016,1,209.3,0.05,4.93,2026-06-17 15:52:36,Canada,Delivered
ORD-10515,CUST-0067,P1031,5,188.13,0.0,15.87,2025-09-30 05:19:14,Germany,Delivered
ORD-10516,CUST-0082,P1030,3,118.86,,11.27,2025-09-25 10:33:12,USA,Shipped
ORD-10517,CUST-0075,P1034,2,245.41,0.0,7.44,2026-06-06 11:44:44,Nepal,Placed
ORD-10518,CUST-0081,P1020,1,216.42,0.0,15.97,2026-05-24 10:14:45,Australia,Delivered
ORD-10519,CUST-0096,P1032,1,157.75,0.0,6.82,2026-06-14 22:20:03,USA,Cancelled
ORD-10520,CUST-0135,P1035,2,105.54,0.2,13.4,2025-09-09 17:27:31,United Kingdom,Delivered
ORD-10521,CUST-0090,P1020,2,216.42,0.05,16.35,2026-02-03 01:02:49,USA,Shipped
