transaction_id,account_id,txn_date,txn_time,txn_type,channel,amount,currency,balance_after,merchant,description,is_flagged
7001283,100073,2025-02-07,21:00:00,Deposit,POS,14809.27,NPR,227633.5,Self,Cash deposit at branch counter,False
7001281,100073,2025-02-08,13:00:00,Loan EMI,Internet Banking,35925.38,NPR,191708.12,,Loan EMI auto-debit,False
7001279,100073,2025-04-10,20:30:00,Fee,Internet Banking,1057.91,NPR,190650.21,,Monthly account maintenance fee,False
7001267,100073,2025-06-09,11:45:00,Fee,POS,1239.59,NPR,189410.62,,Monthly account maintenance fee,False
7001268,100073,2025-06-16,17:15:00,POS Purchase,Mobile App,6221.02,NPR,183189.6,NEA Bill Pay,Point-of-sale card purchase,False
7001275,100073,2025-12-09,12:45:00,POS Purchase,ATM,3935.04,NPR,179254.56,Bhat-Bhateni Supermarket,Point-of-sale card purchase,False
7001272,100073,2026-01-18,13:45:00,POS Purchase,Branch,7131.44,NPR,172123.12,eSewa,Point-of-sale card purchase,False
7001278,100073,2026-01-28,09:30:00,Loan EMI,Internet Banking,37000.24,NPR,135122.88,,Loan EMI auto-debit,False
7001274,100073,2026-01-29,19:15:00,Deposit,Mobile App,39964.06,NPR,175086.94,Self,Cash deposit at branch counter,False
7001263,100073,2026-05-27,16:45:00,Loan EMI,Internet Banking,24316.61,NPR,150770.33,,Loan EMI auto-debit,False
7001276,100073,2026-05-28,16:30:00,Withdrawal,Branch,38204.53,NPR,112565.8,Self,ATM cash withdrawal,False
7001270,100073,2026-06-14,08:15:00,Loan EMI,Internet Banking,27494.65,NPR,85071.15,,Loan EMI auto-debit,False
7001269,100073,2026-06-17,11:15:00,Interest Credit,ATM,62691.8,NPR,147762.95,,Quarterly interest credit,False
7001265,100073,2026-07-29,22:30:00,Withdrawal,Mobile App,18177.28,NPR,129585.67,Self,ATM cash withdrawal,False
7001264,100073,2026-08-28,21:45:00,Interest Credit,POS,90587.43,NPR,220173.1,,Quarterly interest credit,False
7001287,100074,2024-04-14,12:45:00,Transfer In,Internet Banking,18088.16,NPR,18088.16,,Incoming fund transfer,False
7001286,100074,2024-07-31,09:45:00,Interest Credit,POS,86099.53,NPR,104187.69,,Quarterly interest credit,True
7001285,100074,2025-11-21,22:45:00,Transfer In,POS,83310.52,NPR,187498.21,,Incoming fund transfer,False
7001289,100075,2024-08-03,13:00:00,POS Purchase,ATM,3547.1,NPR,27959.06,NTC Recharge,Point-of-sale card purchase,False
7001293,100075,2024-08-12,09:15:00,POS Purchase,Branch,7738.81,NPR,20220.25,IME Remit,Point-of-sale card purchase,False
7001292,100075,2024-08-15,10:45:00,Loan EMI,Internet Banking,12461.88,NPR,7758.37,,Loan EMI auto-debit,False
7001294,100075,2024-09-22,18:30:00,Interest Credit,POS,63322.07,NPR,71080.44,,Quarterly interest credit,False
7001301,100075,2025-04-21,13:00:00,Loan EMI,Internet Banking,17399.21,NPR,53681.23,,Loan EMI auto-debit,False
7001298,100075,2025-04-26,11:00:00,Deposit,POS,37740.6,NPR,91421.83,Self,Cash deposit at branch counter,False
7001299,100075,2025-05-03,12:15:00,POS Purchase,Internet Banking,8086.95,NPR,83334.88,,Point-of-sale card purchase,False
7001297,100075,2025-05-11,20:00:00,POS Purchase,Internet Banking,7391.42,NPR,75943.46,Khalti,Point-of-sale card purchase,False
7001296,100075,2025-08-29,16:30:00,Transfer In,Internet Banking,92739.13,NPR,168682.59,,Incoming fund transfer,True
7001288,100075,2025-09-03,18:15:00,Loan EMI,Internet Banking,39281.41,NPR,129401.18,,Loan EMI auto-debit,False
7001295,100075,2025-09-20,12:30:00,Loan EMI,Internet Banking,6310.92,NPR,123090.26,,Loan EMI auto-debit,False
7001291,100075,2025-11-06,16:45:00,Loan EMI,Internet Banking,43823.47,NPR,79266.79,,Loan EMI auto-debit,False
7001290,100075,2025-12-02,18:45:00,Loan EMI,Internet Banking,22020.48,NPR,57246.31,,Loan EMI auto-debit,False
7001300,100075,2026-01-06,18:30:00,Deposit,IVR,54096.68,NPR,111342.99,Self,Cash deposit at branch counter,False
7001302,100075,2026-06-02,19:45:00,Interest Credit,Internet Banking,4013.6,NPR,115356.59,,Quarterly interest credit,False
7001303,100076,2025-07-03,15:30:00,Transfer In,POS,69736.88,NPR,69736.88,,Incoming fund transfer,False
7001304,100076,2026-07-14,17:00:00,Loan EMI,Internet Banking,42081.85,NPR,27655.03,,Loan EMI auto-debit,False
7001306,100077,2024-02-25,15:15:00,Fee,Branch,784.76,NPR,624315.05,,Monthly account maintenance fee,False
7001320,100077,2024-02-26,08:30:00,Fee,ATM,295.74,NPR,624019.31,,Monthly account maintenance fee,False
7001308,100077,2024-04-01,16:15:00,Loan EMI,Internet Banking,22484.73,NPR,601534.58,,Loan EMI auto-debit,False
7001305,100077,2024-04-20,11:45:00,Withdrawal,POS,52283.01,NPR,549251.57,Self,ATM cash withdrawal,False
7001314,100077,2024-05-07,08:45:00,Withdrawal,Internet Banking,32573.38,NPR,516678.19,Self,ATM cash withdrawal,False
7001319,100077,2024-05-23,22:15:00,Loan EMI,Internet Banking,44234.71,NPR,472443.48,,Loan EMI auto-debit,False
7001315,100077,2024-08-16,22:45:00,Loan EMI,Internet Banking,5116.97,NPR,467326.51,,Loan EMI auto-debit,False
7001309,100077,2024-11-05,15:30:00,Interest Credit,ATM,33401.64,NPR,500728.15,,Quarterly interest credit,False
7001313,100077,2024-12-17,06:15:00,Interest Credit,POS,32059.55,NPR,532787.7,,Quarterly interest credit,False
7001317,100077,2025-04-06,20:45:00,Fee,IVR,928.55,NPR,531859.15,,Monthly account maintenance fee,False
7001322,100077,2025-08-16,06:15:00,Transfer Out,POS,27667.33,NPR,504191.82,,Outgoing fund transfer,False
7001311,100077,2025-09-19,06:00:00,Interest Credit,IVR,78914.48,NPR,583106.3,,Quarterly interest credit,False
7001310,100077,2025-10-09,11:45:00,Loan EMI,Internet Banking,26545.24,NPR,556561.06,,Loan EMI auto-debit,False
7001312,100077,2025-10-16,07:00:00,Loan EMI,Internet Banking,32316.92,NPR,524244.14,,Loan EMI auto-debit,False
7001321,100077,2025-11-03,16:30:00,Fee,POS,471.27,NPR,523772.87,,Monthly account maintenance fee,False
7001318,100077,2025-11-13,08:30:00,Fee,IVR,826,NPR,522946.87,,Monthly account maintenance fee,False
7001316,100077,2026-01-07,10:30:00,Deposit,Mobile App,29272.7,NPR,552219.57,Self,Cash deposit at branch counter,False
7001307,100077,2026-01-31,10:00:00,POS Purchase,POS,11669.43,NPR,540550.14,NEA Bill Pay,Point-of-sale card purchase,False
7001337,100078,2025-11-30,17:00:00,Interest Credit,ATM,8394.97,NPR,33206.75,,Quarterly interest credit,False
7001328,100078,2025-12-05,07:00:00,Transfer Out,IVR,57148.42,NPR,-23941.67,,Outgoing fund transfer,False
7001332,100078,2025-12-15,14:30:00,Withdrawal,Branch,59315.08,NPR,-83256.75,Self,ATM cash withdrawal,False
7001333,100078,2025-12-26,14:45:00,Transfer In,IVR,58997.87,NPR,-24258.88,,Incoming fund transfer,False
7001326,100078,2025-12-27,08:45:00,Interest Credit,Mobile App,56858.61,NPR,32599.73,,Quarterly interest credit,False
7001340,100078,2026-01-04,13:15:00,Transfer Out,POS,27874.31,NPR,4725.42,,Outgoing fund transfer,False
7001336,100078,2026-01-08,13:30:00,Deposit,ATM,44615.87,NPR,49341.29,Self,Cash deposit at branch counter,False
7001338,100078,2026-01-13,15:30:00,Transfer In,IVR,32530.63,NPR,81871.92,,Incoming fund transfer,False
7001335,100078,2026-01-15,19:30:00,Fee,IVR,1380.08,NPR,80491.84,,Monthly account maintenance fee,False
7001341,100078,2026-01-20,17:15:00,Loan EMI,Internet Banking,31677.92,NPR,48813.92,,Loan EMI auto-debit,False
7001323,100078,2026-01-28,14:15:00,Fee,Branch,800.08,NPR,48013.84,,Monthly account maintenance fee,False
7001331,100078,2026-02-19,07:00:00,Loan EMI,Internet Banking,24386.08,NPR,23627.76,,Loan EMI auto-debit,False
7001327,100078,2026-02-24,09:00:00,Fee,Branch,699.56,NPR,22928.2,,Monthly account maintenance fee,False
7001329,100078,2026-04-16,19:15:00,Transfer Out,Internet Banking,62558.13,NPR,-39629.93,,Outgoing fund transfer,False
7001334,100078,2026-05-05,18:15:00,Withdrawal,Internet Banking,6966.79,NPR,-46596.72,Self,ATM cash withdrawal,False
7001339,100078,2026-06-03,13:45:00,Transfer In,ATM,55182.82,NPR,8586.1,,Incoming fund transfer,False
7001330,100078,2026-07-10,10:15:00,Withdrawal,Mobile App,63859.61,NPR,-55273.51,Self,ATM cash withdrawal,False
7001325,100078,2026-07-11,22:45:00,Fee,Branch,649.68,NPR,-55923.19,,Monthly account maintenance fee,False
7001342,100078,2026-07-21,09:30:00,Fee,ATM,813.34,NPR,-56736.53,,Monthly account maintenance fee,False
7001324,100078,2026-08-12,19:30:00,Withdrawal,Internet Banking,63324.74,NPR,-120061.27,Self,ATM cash withdrawal,False
7001350,100079,2024-03-05,21:15:00,Deposit,Internet Banking,72609.79,NPR,96203.39,Self,Cash deposit at branch counter,False
7001358,100079,2024-03-25,22:45:00,POS Purchase,Branch,1139.61,NPR,95063.78,NTC Recharge,Point-of-sale card purchase,False
7001357,100079,2024-03-27,18:15:00,Transfer Out,Internet Banking,450,NPR,94613.78,,Outgoing fund transfer,False
7001343,100079,2024-07-08,07:15:00,POS Purchase,Branch,11819.07,NPR,82794.71,Daraz,Point-of-sale card purchase,False
7001348,100079,2024-07-23,09:30:00,Transfer In,POS,70042.48,NPR,152837.19,,Incoming fund transfer,False
7001353,100079,2024-12-16,11:45:00,Deposit,Mobile App,58935.38,NPR,211772.57,Self,Cash deposit at branch counter,False
7001359,100079,2024-12-28,12:15:00,Transfer In,Branch,26622.92,NPR,238395.49,,Incoming fund transfer,False
7001345,100079,2025-01-14,08:30:00,Interest Credit,IVR,85355.51,NPR,323751,,Quarterly interest credit,False
7001351,100079,2025-01-30,06:15:00,Loan EMI,Internet Banking,12236.77,NPR,311514.23,,Loan EMI auto-debit,False
7001355,100079,2025-04-13,09:15:00,Loan EMI,Internet Banking,10269.28,NPR,301244.95,,Loan EMI auto-debit,False
7001349,100079,2025-04-15,13:45:00,POS Purchase,Mobile App,9781.71,NPR,291463.24,Self,Point-of-sale card purchase,False
7001356,100079,2025-04-21,16:30:00,Interest Credit,Branch,47693.08,NPR,339156.32,,Quarterly interest credit,False
7001347,100079,2025-07-07,15:45:00,POS Purchase,POS,9150.09,NPR,330006.23,IME Remit,Point-of-sale card purchase,False
7001344,100079,2025-08-21,11:00:00,Transfer Out,Internet Banking,8988.73,NPR,321017.5,,Outgoing fund transfer,False
7001352,100079,2025-11-21,19:30:00,Loan EMI,Internet Banking,40221.89,NPR,280795.61,,Loan EMI auto-debit,False
7001354,100079,2025-12-13,16:15:00,Fee,Branch,947.56,NPR,279848.05,,Monthly account maintenance fee,False
7001346,100079,2026-07-10,11:30:00,Transfer In,IVR,86031.01,NPR,365879.06,,Incoming fund transfer,True
7001362,100080,2024-07-06,16:00:00,Interest Credit,POS,71132.15,NPR,71132.15,,Quarterly interest credit,False
7001361,100080,2025-12-03,10:45:00,Interest Credit,Branch,70997.75,NPR,142129.9,,Quarterly interest credit,False
7001360,100080,2026-04-05,16:00:00,Transfer In,ATM,86720.61,NPR,228850.51,,Incoming fund transfer,True
7001369,100081,2024-12-14,18:00:00,Deposit,POS,8768.47,NPR,63766.33,Self,Cash deposit at branch counter,False
7001364,100081,2025-03-14,10:15:00,Transfer Out,IVR,48060.7,NPR,15705.63,,Outgoing fund transfer,False
7001367,100081,2025-03-28,07:00:00,Loan EMI,Internet Banking,28933.56,NPR,-13227.93,,Loan EMI auto-debit,False
7001371,100081,2025-06-14,20:30:00,Withdrawal,Internet Banking,41927.32,NPR,-55155.25,Self,ATM cash withdrawal,False
7001368,100081,2025-10-05,07:00:00,Deposit,IVR,58267.94,NPR,3112.69,Self,Cash deposit at branch counter,False
7001370,100081,2026-02-14,14:15:00,Transfer Out,Mobile App,15213.5,NPR,-12100.81,,Outgoing fund transfer,False
7001363,100081,2026-02-24,18:15:00,Deposit,Mobile App,90017.66,NPR,77916.85,Self,Cash deposit at branch counter,True
7001366,100081,2026-05-16,22:30:00,Deposit,Internet Banking,10717.77,NPR,88634.62,Self,Cash deposit at branch counter,False
7001365,100081,2026-07-07,16:15:00,Fee,IVR,786.14,NPR,87848.48,,Monthly account maintenance fee,False
7001372,100082,2024-12-31,19:45:00,Loan EMI,Internet Banking,11109.12,NPR,-11109.12,,Loan EMI auto-debit,False
7001373,100082,2025-02-27,09:45:00,Transfer In,Branch,83551.02,NPR,72441.9,,Incoming fund transfer,True
7001394,100083,2024-01-29,21:00:00,Deposit,Internet Banking,67940.74,NPR,950353.49,Self,Cash deposit at branch counter,False
7001392,100083,2024-01-31,19:15:00,POS Purchase,Internet Banking,5047.77,NPR,945305.72,,Point-of-sale card purchase,False
7001390,100083,2024-03-29,07:30:00,Fee,IVR,381.09,NPR,944924.63,,Monthly account maintenance fee,False
7001393,100083,2024-04-12,11:30:00,POS Purchase,Branch,7744.1,NPR,937180.53,Bhat-Bhateni Supermarket,Point-of-sale card purchase,False
7001389,100083,2024-05-23,22:15:00,Interest Credit,POS,81344.27,NPR,1018524.8,,Quarterly interest credit,False
7001378,100083,2024-06-14,10:30:00,Transfer Out,IVR,55112.59,NPR,963412.21,,Outgoing fund transfer,False
7001382,100083,2024-07-19,16:15:00,Loan EMI,Internet Banking,32316.24,NPR,931095.97,,Loan EMI auto-debit,False
7001383,100083,2024-08-27,13:30:00,Fee,Branch,1146.08,NPR,929949.89,,Monthly account maintenance fee,False
7001388,100083,2024-09-15,11:45:00,Transfer In,IVR,26667.03,NPR,956616.92,,Incoming fund transfer,False
7001387,100083,2024-10-17,10:30:00,Transfer Out,ATM,3334.49,NPR,953282.43,,Outgoing fund transfer,False
7001381,100083,2024-11-06,11:45:00,Interest Credit,IVR,5949.74,NPR,959232.17,,Quarterly interest credit,False
7001386,100083,2024-12-23,19:00:00,Deposit,IVR,17707.71,NPR,976939.88,Self,Cash deposit at branch counter,False
7001385,100083,2025-06-11,12:00:00,Deposit,Internet Banking,70697.82,NPR,1047637.7,Self,Cash deposit at branch counter,False
7001384,100083,2025-07-19,13:30:00,Interest Credit,Branch,63650.78,NPR,1111288.48,,Quarterly interest credit,False
7001376,100083,2025-09-07,12:45:00,Deposit,POS,83785.62,NPR,1195074.1,Self,Cash deposit at branch counter,True
7001395,100083,2025-11-01,10:45:00,Transfer Out,POS,4709.47,NPR,1190364.63,,Outgoing fund transfer,False
7001379,100083,2025-11-10,09:00:00,Transfer In,Mobile App,60862.28,NPR,1251226.91,,Incoming fund transfer,False
7001380,100083,2026-02-18,17:00:00,Transfer Out,Mobile App,33795.04,NPR,1217431.87,,Outgoing fund transfer,False
7001377,100083,2026-05-18,18:30:00,Transfer Out,Internet Banking,49517.24,NPR,1167914.63,,Outgoing fund transfer,False
7001375,100083,2026-06-13,22:15:00,Deposit,ATM,76576.88,NPR,1244491.51,Self,Cash deposit at branch counter,False
7001374,100083,2026-07-02,14:45:00,Deposit,IVR,21232.95,NPR,1265724.46,Self,Cash deposit at branch counter,False
7001391,100083,2026-07-26,16:30:00,Fee,Branch,811.74,NPR,1264912.72,,Monthly account maintenance fee,False
7001396,100084,2024-07-15,16:00:00,Transfer In,Internet Banking,93816.48,NPR,153586.87,,Incoming fund transfer,False
7001404,100084,2024-08-29,09:45:00,Interest Credit,POS,57390.86,NPR,210977.73,,Quarterly interest credit,False
7001401,100084,2025-03-26,06:15:00,Transfer Out,IVR,28843.79,NPR,182133.94,,Outgoing fund transfer,False
7001400,100084,2026-01-31,14:30:00,POS Purchase,Mobile App,208.39,NPR,181925.55,Khalti,Point-of-sale card purchase,False
7001397,100084,2026-02-06,06:15:00,Interest Credit,Mobile App,59615.36,NPR,241540.91,,Quarterly interest credit,False
7001398,100084,2026-03-12,09:15:00,Fee,IVR,662.06,NPR,240878.85,,Monthly account maintenance fee,False
7001402,100084,2026-04-01,09:15:00,Loan EMI,Internet Banking,5034.79,NPR,235844.06,,Loan EMI auto-debit,False
7001403,100084,2026-04-22,15:15:00,Withdrawal,Branch,7916.48,NPR,227927.58,Self,ATM cash withdrawal,False
7001399,100084,2026-07-20,08:15:00,Transfer In,POS,20300.63,NPR,248228.21,,Incoming fund transfer,False
7001409,100085,2024-02-09,08:15:00,Deposit,Mobile App,81485.88,NPR,727866.15,Self,Cash deposit at branch counter,False
7001429,100085,2024-05-20,15:30:00,Fee,Mobile App,522.3,NPR,727343.85,,Monthly account maintenance fee,False
7001424,100085,2024-06-05,11:45:00,Deposit,Branch,80405.85,NPR,807749.7,Self,Cash deposit at branch counter,True
7001411,100085,2024-07-01,16:30:00,Deposit,POS,21368.96,NPR,829118.66,Self,Cash deposit at branch counter,False
7001413,100085,2024-07-04,10:30:00,Loan EMI,Internet Banking,37064.75,NPR,792053.91,,Loan EMI auto-debit,False
7001407,100085,2024-08-13,06:45:00,Fee,IVR,1230.35,NPR,790823.56,,Monthly account maintenance fee,False
7001418,100085,2024-08-18,19:45:00,Transfer In,Branch,63165.15,NPR,853988.71,,Incoming fund transfer,False
7001421,100085,2024-08-19,09:00:00,Interest Credit,Mobile App,59476.97,NPR,913465.68,,Quarterly interest credit,False
7001420,100085,2024-11-04,14:15:00,Transfer Out,Mobile App,31170.07,NPR,882295.61,,Outgoing fund transfer,False
7001410,100085,2024-12-03,09:15:00,Withdrawal,Mobile App,2726.66,NPR,879568.95,Self,ATM cash withdrawal,False
7001416,100085,2025-04-13,13:00:00,Interest Credit,ATM,12640.91,NPR,892209.86,,Quarterly interest credit,False
7001430,100085,2025-04-24,18:45:00,Transfer Out,POS,8729.92,NPR,883479.94,,Outgoing fund transfer,False
7001412,100085,2025-05-15,14:00:00,Deposit,Internet Banking,31111.69,NPR,914591.63,Self,Cash deposit at branch counter,False
7001415,100085,2025-06-11,22:15:00,POS Purchase,Mobile App,5486.4,NPR,909105.23,Khalti,Point-of-sale card purchase,False
7001417,100085,2025-07-22,18:45:00,Loan EMI,Internet Banking,15736.1,NPR,893369.13,,Loan EMI auto-debit,False
7001405,100085,2025-07-30,14:30:00,Fee,Mobile App,674.85,NPR,892694.28,,Monthly account maintenance fee,False
7001408,100085,2025-08-18,08:00:00,Deposit,IVR,76725.31,NPR,969419.59,Self,Cash deposit at branch counter,False
7001426,100085,2025-09-25,09:00:00,Transfer Out,Mobile App,8119.47,NPR,961300.12,,Outgoing fund transfer,False
7001419,100085,2026-01-30,19:45:00,Transfer In,Branch,92481.22,NPR,1053781.34,,Incoming fund transfer,True
7001422,100085,2026-03-04,11:15:00,Transfer In,Branch,8990.4,NPR,1062771.74,,Incoming fund transfer,False
7001423,100085,2026-05-03,11:45:00,Deposit,POS,31340.15,NPR,1094111.89,Self,Cash deposit at branch counter,False
7001427,100085,2026-05-10,11:00:00,Deposit,Internet Banking,54699.47,NPR,1148811.36,Self,Cash deposit at branch counter,False
7001425,100085,2026-06-06,14:30:00,Fee,Branch,409.42,NPR,1148401.94,,Monthly account maintenance fee,False
7001406,100085,2026-07-08,20:00:00,Transfer Out,ATM,38416.2,NPR,1109985.74,,Outgoing fund transfer,False
7001428,100085,2026-07-22,12:30:00,Interest Credit,ATM,28108.01,NPR,1138093.75,,Quarterly interest credit,False
7001414,100085,2026-08-08,14:30:00,Deposit,POS,27099.29,NPR,1165193.04,Self,Cash deposit at branch counter,False
7001443,100086,2025-08-12,20:45:00,Withdrawal,IVR,28806.94,NPR,267272.94,Self,ATM cash withdrawal,False
7001432,100086,2025-09-17,20:45:00,Transfer Out,POS,59430.63,NPR,207842.31,,Outgoing fund transfer,False
7001434,100086,2025-09-17,14:00:00,Deposit,Branch,67754.48,NPR,275596.79,Self,Cash deposit at branch counter,False
7001445,100086,2025-09-21,14:45:00,Fee,IVR,705.84,NPR,274890.95,,Monthly account maintenance fee,False
7001437,100086,2025-09-22,22:00:00,Fee,IVR,1347.03,NPR,273543.92,,Monthly account maintenance fee,False
7001436,100086,2025-10-03,19:45:00,Withdrawal,IVR,350.92,NPR,273193,Self,ATM cash withdrawal,False
7001433,100086,2025-10-09,18:45:00,Fee,POS,596.57,NPR,272596.43,,Monthly account maintenance fee,False
7001438,100086,2025-11-18,07:30:00,Loan EMI,Internet Banking,34109.32,NPR,238487.11,,Loan EMI auto-debit,False
7001441,100086,2025-11-20,19:45:00,Transfer In,Mobile App,16496.55,NPR,254983.66,,Incoming fund transfer,False
7001448,100086,2026-03-05,10:15:00,POS Purchase,Internet Banking,995.95,NPR,253987.71,Daraz,Point-of-sale card purchase,False
7001442,100086,2026-03-08,16:30:00,Loan EMI,Internet Banking,42768.37,NPR,211219.34,,Loan EMI auto-debit,False
7001435,100086,2026-03-11,18:45:00,Transfer Out,Internet Banking,19876.49,NPR,191342.85,,Outgoing fund transfer,False
7001439,100086,2026-03-15,19:15:00,Fee,Branch,1330.83,NPR,190012.02,,Monthly account maintenance fee,False
7001449,100086,2026-04-12,09:45:00,Deposit,Internet Banking,5021.08,NPR,195033.1,Self,Cash deposit at branch counter,False
7001431,100086,2026-04-22,06:00:00,Transfer In,IVR,11829.74,NPR,206862.84,,Incoming fund transfer,False
7001444,100086,2026-05-18,17:30:00,POS Purchase,Branch,400.4,NPR,206462.44,Amazon,Point-of-sale card purchase,False
7001446,100086,2026-05-22,07:00:00,Transfer In,POS,52703.2,NPR,259165.64,,Incoming fund transfer,False
7001440,100086,2026-08-09,12:15:00,Loan EMI,Internet Banking,42787.99,NPR,216377.65,,Loan EMI auto-debit,False
7001447,100086,2026-08-18,17:30:00,POS Purchase,Internet Banking,3957.98,NPR,212419.67,,Point-of-sale card purchase,False
7001451,100087,2024-10-19,22:30:00,Loan EMI,Internet Banking,7901.21,NPR,-7901.21,,Loan EMI auto-debit,False
7001450,100087,2026-03-08,06:30:00,Transfer In,IVR,30603.76,NPR,22702.55,,Incoming fund transfer,False
7001465,100088,2024-10-10,11:15:00,Transfer Out,ATM,54914.25,NPR,268626.83,,Outgoing fund transfer,False
7001457,100088,2024-11-28,14:00:00,Interest Credit,ATM,45216.84,NPR,313843.67,,Quarterly interest credit,False
7001461,100088,2024-12-11,11:15:00,Loan EMI,Internet Banking,44743.1,NPR,269100.57,,Loan EMI auto-debit,False
7001460,100088,2025-03-01,19:30:00,Transfer In,ATM,13766.19,NPR,282866.76,,Incoming fund transfer,False
7001453,100088,2025-03-02,12:15:00,Transfer Out,POS,45015.6,NPR,237851.16,,Outgoing fund transfer,False
7001463,100088,2025-04-02,17:30:00,Interest Credit,ATM,25812.19,NPR,263663.35,,Quarterly interest credit,False
7001464,100088,2025-05-21,14:45:00,Fee,ATM,171.27,NPR,263492.08,,Monthly account maintenance fee,False
7001452,100088,2025-10-06,13:15:00,Transfer In,ATM,60868.1,NPR,324360.18,,Incoming fund transfer,False
7001456,100088,2025-10-30,17:00:00,Loan EMI,Internet Banking,12177.03,NPR,312183.15,,Loan EMI auto-debit,False
7001455,100088,2025-11-23,21:30:00,Transfer Out,ATM,43159.32,NPR,269023.83,,Outgoing fund transfer,False
7001458,100088,2026-01-01,15:45:00,Fee,POS,339.1,NPR,268684.73,,Monthly account maintenance fee,False
7001462,100088,2026-02-01,14:45:00,Withdrawal,Internet Banking,31371.35,NPR,237313.38,Self,ATM cash withdrawal,False
7001459,100088,2026-04-26,07:30:00,Loan EMI,Internet Banking,16480.65,NPR,220832.73,,Loan EMI auto-debit,False
7001454,100088,2026-06-08,19:00:00,Transfer In,ATM,19961.92,NPR,240794.65,,Incoming fund transfer,False
7001466,100089,2024-02-04,14:45:00,Transfer Out,Internet Banking,38974.87,NPR,646356.16,,Outgoing fund transfer,False
7001477,100089,2024-03-22,08:45:00,Transfer Out,Internet Banking,24690.67,NPR,621665.49,,Outgoing fund transfer,False
7001478,100089,2024-10-04,18:45:00,POS Purchase,Mobile App,10688.73,NPR,610976.76,NEA Bill Pay,Point-of-sale card purchase,False
7001469,100089,2024-10-07,14:15:00,Loan EMI,Internet Banking,36464.96,NPR,574511.8,,Loan EMI auto-debit,False
7001474,100089,2025-01-11,13:45:00,Fee,POS,1077.88,NPR,573433.92,,Monthly account maintenance fee,False
7001475,100089,2025-01-20,06:30:00,POS Purchase,Mobile App,3185.77,NPR,570248.15,Local ATM Withdrawal,Point-of-sale card purchase,False
7001468,100089,2025-01-30,10:15:00,Deposit,POS,2246.81,NPR,572494.96,Self,Cash deposit at branch counter,False
7001467,100089,2025-03-06,14:15:00,Withdrawal,IVR,56124.71,NPR,516370.25,Self,ATM cash withdrawal,False
7001473,100089,2026-01-05,20:45:00,POS Purchase,IVR,8318.68,NPR,508051.57,IME Remit,Point-of-sale card purchase,False
7001471,100089,2026-01-31,20:15:00,Transfer Out,ATM,33431.99,NPR,474619.58,,Outgoing fund transfer,False
7001476,100089,2026-02-26,14:30:00,Withdrawal,POS,9377.59,NPR,465241.99,Self,ATM cash withdrawal,False
7001470,100089,2026-04-28,21:30:00,Interest Credit,ATM,45893.49,NPR,511135.48,,Quarterly interest credit,False
7001472,100089,2026-07-28,17:30:00,Transfer Out,Mobile App,14717.13,NPR,496418.35,,Outgoing fund transfer,False
7001479,100090,2024-12-07,20:15:00,Fee,Branch,1483.2,NPR,-1483.2,,Monthly account maintenance fee,False
7001480,100090,2024-12-20,06:45:00,Fee,ATM,193.78,NPR,-1676.98,,Monthly account maintenance fee,False
7001481,100090,2025-10-22,14:00:00,POS Purchase,Internet Banking,6896.52,NPR,-8573.5,Foodmandu,Point-of-sale card purchase,False
7001501,100091,2026-07-28,12:30:00,Deposit,ATM,54890.09,NPR,169013.07,Self,Cash deposit at branch counter,False
7001484,100091,2026-07-30,06:15:00,Transfer Out,IVR,45668.54,NPR,123344.53,,Outgoing fund transfer,False
7001490,100091,2026-07-31,13:45:00,Fee,Mobile App,1157.85,NPR,122186.68,,Monthly account maintenance fee,False
7001483,100091,2026-08-02,14:30:00,Fee,Branch,1154.17,NPR,121032.51,,Monthly account maintenance fee,False
7001492,100091,2026-08-02,10:15:00,Deposit,ATM,88638.02,NPR,209670.53,Self,Cash deposit at branch counter,False
7001499,100091,2026-08-02,07:30:00,Withdrawal,ATM,22489.69,NPR,187180.84,Self,ATM cash withdrawal,False
7001502,100091,2026-08-02,16:15:00,Transfer In,Internet Banking,56009.24,NPR,243190.08,,Incoming fund transfer,False
7001504,100091,2026-08-04,17:30:00,Withdrawal,ATM,7423.07,NPR,235767.01,Self,ATM cash withdrawal,False
7001486,100091,2026-08-07,14:15:00,Loan EMI,Internet Banking,35825.65,NPR,199941.36,,Loan EMI auto-debit,False
7001495,100091,2026-08-07,11:45:00,Withdrawal,Internet Banking,39343.07,NPR,160598.29,Self,ATM cash withdrawal,False
7001489,100091,2026-08-08,22:00:00,Interest Credit,Branch,78247.29,NPR,238845.58,,Quarterly interest credit,False
7001494,100091,2026-08-08,10:45:00,Fee,Branch,308.9,NPR,238536.68,,Monthly account maintenance fee,False
7001503,100091,2026-08-08,10:00:00,Interest Credit,POS,17006.9,NPR,255543.58,,Quarterly interest credit,False
7001487,100091,2026-08-09,16:15:00,Withdrawal,POS,62289.6,NPR,193253.98,Self,ATM cash withdrawal,False
7001493,100091,2026-08-09,13:00:00,Withdrawal,POS,60883.39,NPR,132370.59,Self,ATM cash withdrawal,False
7001507,100091,2026-08-12,15:00:00,Loan EMI,Internet Banking,34007.65,NPR,98362.94,,Loan EMI auto-debit,False
7001482,100091,2026-08-13,18:30:00,Transfer In,IVR,64109.56,NPR,162472.5,,Incoming fund transfer,False
7001485,100091,2026-08-13,18:45:00,Loan EMI,Internet Banking,15091.05,NPR,147381.45,,Loan EMI auto-debit,False
